hour_of_day,day_of_week,party_size,tables_occupied,tables_total,queue_length,avg_party_size_ahead,occupancy_rate,is_peak_hour,is_weekend,wait_minutes
19,0,4,11,28,12,4.7,0.393,1,0,2.9
18,5,4,12,28,2,3.16,0.429,0,1,4.0
21,5,6,23,28,9,3.71,0.821,1,1,120.0
21,4,3,1,28,5,2.14,0.036,1,0,5.0
19,1,2,24,28,11,1.97,0.857,1,0,107.9
11,4,5,22,28,10,3.67,0.786,0,0,68.5
14,0,3,16,28,12,3.25,0.571,1,0,43.9
11,3,2,17,28,14,2.38,0.607,0,0,35.6
20,6,2,15,28,11,4.28,0.536,1,1,43.2
11,5,4,1,28,11,3.33,0.036,0,1,6.0
21,4,4,20,28,6,4.4,0.714,1,0,35.8
20,4,1,6,28,9,4.65,0.214,1,0,2.8
15,6,5,20,28,14,3.09,0.714,1,1,118.2
13,0,6,21,28,12,2.1,0.75,1,0,101.5
18,4,6,0,28,5,3.94,0.0,0,0,6.4
15,6,8,13,28,1,1.73,0.464,1,1,6.9
12,2,4,2,28,2,3.78,0.071,0,0,7.9
19,2,3,2,28,14,2.77,0.071,1,0,7.0
22,4,3,4,28,8,2.99,0.143,1,0,4.8
20,1,2,21,28,4,1.73,0.75,1,0,15.2
16,0,10,4,28,13,4.36,0.143,0,0,6.5
20,5,2,7,28,4,1.94,0.25,1,1,5.9
11,4,2,14,28,14,4.9,0.5,0,0,28.0
12,5,4,5,28,13,4.78,0.179,0,1,4.1
11,4,4,5,28,4,2.39,0.179,0,0,5.8
15,3,3,13,28,14,3.71,0.464,1,0,5.2
19,6,4,9,28,12,4.05,0.321,1,1,7.2
16,4,2,22,28,8,4.44,0.786,0,0,38.4
16,3,2,13,28,4,2.64,0.464,0,0,4.1
21,4,1,18,28,0,3.69,0.643,1,0,5.0
15,1,2,3,28,8,1.94,0.107,1,0,2.8
19,0,5,0,28,6,3.7,0.0,1,0,3.1
16,4,5,5,28,4,4.24,0.179,0,0,6.2
17,1,2,4,28,3,4.48,0.143,0,0,3.7
11,0,2,0,28,4,1.62,0.0,0,0,5.5
13,5,4,23,28,5,3.67,0.821,1,1,62.0
20,4,2,9,28,2,4.92,0.321,1,0,3.3
18,2,4,21,28,14,2.05,0.75,0,0,74.6
20,2,6,4,28,2,2.08,0.143,1,0,2.0
12,6,6,17,28,6,4.42,0.607,0,1,33.8
17,2,2,16,28,9,2.19,0.571,0,0,17.0
14,1,4,12,28,0,3.14,0.429,1,0,2.4
16,3,2,24,28,9,3.3,0.857,0,0,64.6
15,2,2,10,28,12,2.19,0.357,1,0,2.6
14,3,6,20,28,1,2.74,0.714,1,0,9.2
15,3,4,6,28,14,2.43,0.214,1,0,2.2
15,0,6,18,28,8,2.99,0.643,1,0,55.5
11,4,2,15,28,13,3.13,0.536,0,0,24.8
20,6,6,1,28,2,2.28,0.036,1,1,7.1
12,3,4,6,28,13,3.03,0.214,0,0,3.9
11,1,6,9,28,10,2.11,0.321,0,0,7.2
19,0,2,3,28,1,2.44,0.107,1,0,7.5
12,5,2,5,28,7,4.27,0.179,0,1,6.1
14,1,3,16,28,11,4.64,0.571,1,0,43.2
21,5,8,17,28,13,2.11,0.607,1,1,103.5
20,6,2,15,28,8,4.32,0.536,1,1,27.3
14,6,4,19,28,4,1.79,0.679,1,1,28.7
15,6,2,9,28,0,2.55,0.321,1,1,2.6
22,4,5,24,28,12,1.81,0.857,1,0,120.0
20,1,10,13,28,3,2.96,0.464,1,0,3.0
22,2,5,8,28,1,1.75,0.286,1,0,2.3
22,6,6,17,28,12,4.45,0.607,1,1,86.0
18,2,3,1,28,4,3.25,0.036,0,0,2.8
16,6,2,2,28,9,3.72,0.071,0,1,7.2
16,2,3,16,28,9,4.35,0.571,0,0,22.6
14,1,2,1,28,9,2.04,0.036,1,0,5.8
14,5,4,20,28,10,3.07,0.714,1,1,72.5
18,1,2,8,28,2,4.48,0.286,0,0,7.2
15,2,4,7,28,2,1.53,0.25,1,0,2.1
20,2,3,17,28,9,4.13,0.607,1,0,35.2
22,0,2,4,28,2,2.44,0.143,1,0,7.9
17,1,2,7,28,4,3.04,0.25,0,0,2.4
11,1,4,14,28,12,1.6,0.5,0,0,28.9
12,1,2,15,28,12,4.98,0.536,0,0,26.0
20,0,2,1,28,0,4.54,0.036,1,0,7.4
20,1,4,7,28,11,2.17,0.25,1,0,4.8
20,5,5,21,28,5,3.2,0.75,1,1,48.5
13,6,3,7,28,1,4.75,0.25,1,1,4.8
20,4,2,8,28,14,3.14,0.286,1,0,7.1
12,2,6,2,28,5,2.84,0.071,0,0,2.2
21,5,3,16,28,2,1.88,0.571,1,1,10.7
17,0,2,4,28,2,2.36,0.143,0,0,6.3
15,0,4,17,28,11,1.78,0.607,1,0,46.9
18,2,3,10,28,6,4.3,0.357,0,0,7.1
16,6,3,9,28,8,1.57,0.321,0,1,7.3
13,1,2,1,28,5,4.5,0.036,1,0,4.4
13,1,4,24,28,0,1.93,0.857,1,0,5.0
16,1,6,5,28,6,1.97,0.179,0,0,2.7
21,1,2,22,28,11,3.19,0.786,1,0,73.3
18,5,5,4,28,8,4.79,0.143,0,1,3.1
21,0,3,0,28,6,3.76,0.0,1,0,2.1
22,3,1,22,28,8,1.55,0.786,1,0,46.4
19,2,6,6,28,4,4.38,0.214,1,0,2.1
15,4,4,5,28,3,3.9,0.179,1,0,5.0
20,5,2,2,28,0,3.38,0.071,1,1,7.2
13,3,4,24,28,2,3.75,0.857,1,0,26.6
17,4,1,21,28,2,3.68,0.75,0,0,11.3
14,6,2,7,28,5,4.53,0.25,1,1,5.1
14,3,5,19,28,11,2.54,0.679,1,0,68.8
22,0,2,22,28,1,3.68,0.786,1,0,7.1
21,1,4,16,28,14,2.46,0.571,1,0,62.1
12,0,3,3,28,9,1.66,0.107,0,0,3.7
13,1,4,22,28,4,1.87,0.786,1,0,31.3
11,0,5,16,28,6,3.3,0.571,0,0,20.2
14,5,5,6,28,7,3.15,0.214,1,1,4.9
11,6,4,8,28,0,4.77,0.286,0,1,6.4
13,2,6,23,28,4,3.35,0.821,1,0,51.2
19,3,8,23,28,4,1.87,0.821,1,0,56.5
11,6,2,15,28,7,1.79,0.536,0,1,19.6
13,0,4,10,28,3,2.47,0.357,1,0,3.1
16,2,4,1,28,8,3.98,0.036,0,0,2.1
13,3,4,0,28,6,3.47,0.0,1,0,3.2
12,6,2,24,28,13,3.89,0.857,0,1,110.6
18,2,6,9,28,0,3.32,0.321,0,0,3.4
20,4,4,24,28,10,4.73,0.857,1,0,120.0
12,5,2,8,28,11,3.09,0.286,0,1,2.2
16,1,3,20,28,11,1.51,0.714,0,0,44.2
17,2,2,10,28,4,2.2,0.357,0,0,7.3
21,1,2,19,28,14,3.73,0.679,1,0,65.4
16,1,2,18,28,10,3.15,0.643,0,0,29.0
12,5,3,2,28,8,4.81,0.071,0,1,5.5
22,2,2,13,28,7,2.16,0.464,1,0,2.2
15,1,4,18,28,5,3.23,0.643,1,0,23.8
14,3,1,22,28,12,4.61,0.786,1,0,67.0
19,2,4,20,28,9,2.56,0.714,1,0,54.6
18,2,2,16,28,10,2.06,0.571,0,0,23.9
12,1,4,16,28,6,1.89,0.571,0,0,21.0
22,5,5,13,28,5,2.54,0.464,1,1,2.8
12,4,2,5,28,1,5.0,0.179,0,0,2.0
16,5,2,17,28,11,1.83,0.607,0,1,34.0
17,6,6,10,28,5,2.42,0.357,0,1,6.6
20,3,3,13,28,1,4.26,0.464,1,0,6.1
16,4,4,3,28,10,4.76,0.107,0,0,2.6
12,5,3,14,28,9,2.03,0.5,0,1,26.2
12,6,4,6,28,13,2.83,0.214,0,1,2.3
15,1,8,9,28,1,2.74,0.321,1,0,5.0
16,3,1,11,28,14,2.84,0.393,0,0,7.8
13,3,4,2,28,6,4.63,0.071,1,0,7.5
12,1,4,8,28,2,3.62,0.286,0,0,3.0
20,0,4,11,28,8,3.12,0.393,1,0,3.0
21,1,3,18,28,2,3.67,0.643,1,0,11.9
11,1,3,21,28,2,2.17,0.75,0,0,10.6
12,2,6,11,28,5,4.52,0.393,0,0,4.0
22,4,6,1,28,8,3.83,0.036,1,0,4.7
20,1,8,7,28,4,3.68,0.25,1,0,5.6
16,3,3,12,28,2,3.28,0.429,0,0,2.4
14,0,3,4,28,0,3.01,0.143,1,0,7.8
12,0,2,2,28,1,4.83,0.071,0,0,3.9
14,1,6,22,28,13,4.04,0.786,1,0,120.0
18,6,3,16,28,13,2.84,0.571,0,1,39.5
16,4,3,7,28,1,3.34,0.25,0,0,6.9
11,0,3,19,28,5,2.44,0.679,0,0,18.6
15,1,4,9,28,5,3.66,0.321,1,0,5.1
11,3,3,13,28,7,2.18,0.464,0,0,7.7
13,2,3,24,28,0,1.63,0.857,1,0,5.0
21,5,3,6,28,4,2.35,0.214,1,1,6.5
18,0,2,3,28,12,2.5,0.107,0,0,3.5
14,6,4,22,28,3,4.39,0.786,1,1,29.5
18,0,2,6,28,11,1.54,0.214,0,0,2.9
17,1,3,7,28,8,3.1,0.25,0,0,7.7
17,6,2,23,28,11,2.34,0.821,0,1,77.0
12,3,5,14,28,14,3.26,0.5,0,0,36.4
21,0,1,20,28,12,4.4,0.714,1,0,51.8
20,2,2,12,28,11,3.92,0.429,1,0,5.9
17,6,4,2,28,13,4.1,0.071,0,1,3.7
12,5,2,16,28,3,4.13,0.571,0,1,8.4
18,6,6,16,28,10,4.29,0.571,0,1,38.6
12,3,8,15,28,2,3.33,0.536,0,0,7.8
19,3,1,11,28,11,4.5,0.393,1,0,4.4
19,6,3,11,28,8,4.07,0.393,1,1,6.8
16,1,6,19,28,2,2.68,0.679,0,0,8.7
18,5,2,4,28,1,2.86,0.143,0,1,6.7
20,3,4,10,28,9,4.59,0.357,1,0,5.1
22,5,4,4,28,6,1.9,0.143,1,1,2.8
16,5,4,7,28,10,3.8,0.25,0,1,3.2
15,1,10,21,28,7,3.01,0.75,1,0,86.3
12,6,2,21,28,13,3.25,0.75,0,1,57.7
18,6,2,2,28,10,1.64,0.071,0,1,4.1
22,3,6,9,28,2,4.34,0.321,1,0,2.3
22,2,2,16,28,3,4.04,0.571,1,0,9.0
16,2,3,14,28,1,4.14,0.5,0,0,5.0
11,5,4,7,28,2,3.7,0.25,0,1,4.2
13,6,2,7,28,1,3.22,0.25,1,1,7.0
11,0,4,9,28,6,2.94,0.321,0,0,3.3
14,4,2,23,28,6,1.59,0.821,1,0,49.1
17,0,10,23,28,10,1.63,0.821,0,0,117.9
13,6,2,24,28,12,4.49,0.857,1,1,120.0
11,3,1,10,28,14,4.49,0.357,0,0,5.8
12,6,10,10,28,1,2.29,0.357,0,1,3.3
12,4,2,12,28,4,4.99,0.429,0,0,2.1
13,6,3,12,28,4,3.44,0.429,1,1,7.4
18,5,1,6,28,8,2.38,0.214,0,1,6.0
21,6,4,3,28,9,4.9,0.107,1,1,5.4
22,5,3,24,28,0,3.46,0.857,1,1,5.0
13,5,2,10,28,0,2.61,0.357,1,1,4.9
11,3,2,8,28,13,2.5,0.286,0,0,5.3
14,4,6,16,28,5,3.63,0.571,1,0,30.7
14,3,5,20,28,12,3.8,0.714,1,0,81.3
17,0,4,6,28,3,3.08,0.214,0,0,3.0
11,4,8,13,28,7,2.45,0.464,0,0,4.2
18,2,6,0,28,1,4.09,0.0,0,0,2.5
12,5,3,12,28,0,2.5,0.429,0,1,3.5
19,5,2,14,28,2,4.49,0.5,1,1,5.0
22,3,4,10,28,0,3.06,0.357,1,0,5.3
17,3,2,24,28,8,3.16,0.857,0,0,58.8
20,2,5,3,28,7,4.24,0.107,1,0,3.2
21,1,4,4,28,5,3.85,0.143,1,0,5.2
19,0,3,7,28,2,2.57,0.25,1,0,5.1
16,5,4,0,28,11,4.9,0.0,0,1,3.7
16,2,2,17,28,6,3.03,0.607,0,0,15.9
12,0,4,23,28,8,4.67,0.821,0,0,61.5
17,4,2,1,28,5,2.29,0.036,0,0,5.6
16,2,2,10,28,14,2.42,0.357,0,0,6.3
16,6,6,17,28,6,2.19,0.607,0,1,22.7
12,3,3,6,28,5,1.73,0.214,0,0,6.4
11,1,3,18,28,1,2.86,0.643,0,0,5.0
17,4,4,11,28,5,2.88,0.393,0,0,6.8
11,5,5,10,28,7,4.41,0.357,0,1,5.4
18,4,2,1,28,5,3.79,0.036,0,0,3.4
13,2,2,4,28,0,1.56,0.143,1,0,4.2
22,4,3,19,28,9,4.27,0.679,1,0,46.8
20,1,4,23,28,12,4.33,0.821,1,0,117.7
12,0,4,6,28,6,2.83,0.214,0,0,3.8
12,5,5,8,28,3,3.41,0.286,0,1,6.0
18,4,2,8,28,5,2.26,0.286,0,0,2.8
17,0,2,15,28,13,2.35,0.536,0,0,35.3
13,4,6,21,28,4,1.62,0.75,1,0,32.7
20,5,2,0,28,1,4.33,0.0,1,1,4.8
12,2,6,23,28,7,2.06,0.821,0,0,63.6
12,4,2,1,28,0,4.17,0.036,0,0,6.7
13,0,5,9,28,0,4.59,0.321,1,0,4.6
13,0,4,21,28,8,3.56,0.75,1,0,57.9
18,6,8,8,28,5,3.5,0.286,0,1,8.0
22,4,2,18,28,11,2.07,0.643,1,0,45.9
20,5,3,20,28,14,2.43,0.714,1,1,92.1
14,4,5,15,28,5,3.61,0.536,1,0,20.3
15,4,2,9,28,9,1.98,0.321,1,0,4.6
15,0,4,19,28,9,4.22,0.679,1,0,51.6
12,3,5,0,28,1,2.94,0.0,0,0,4.0
14,0,2,4,28,14,2.5,0.143,1,0,7.8
21,0,3,12,28,13,1.89,0.429,1,0,3.3
13,4,3,16,28,14,4.85,0.571,1,0,53.0
12,4,2,16,28,10,4.28,0.571,0,0,27.1
19,1,2,3,28,3,4.76,0.107,1,0,7.2
19,5,3,9,28,1,4.91,0.321,1,1,7.8
16,1,5,1,28,9,1.94,0.036,0,0,7.8
18,1,2,20,28,11,4.71,0.714,0,0,42.6
15,2,8,20,28,1,2.08,0.714,1,0,5.0
20,1,2,8,28,13,2.18,0.286,1,0,4.5
14,4,4,13,28,3,2.29,0.464,1,0,7.6
11,2,4,16,28,5,2.64,0.571,0,0,10.8
18,2,4,23,28,5,4.55,0.821,0,0,38.4
20,1,3,22,28,14,2.87,0.786,1,0,105.5
22,4,3,12,28,14,3.67,0.429,1,0,4.0
18,2,3,1,28,5,2.17,0.036,0,0,6.6
22,4,4,8,28,9,2.63,0.286,1,0,4.8
20,6,6,5,28,11,2.75,0.179,1,1,2.9
12,2,3,2,28,12,4.76,0.071,0,0,4.3
12,0,6,7,28,9,4.31,0.25,0,0,5.2
19,6,4,7,28,11,3.7,0.25,1,1,6.6
22,6,3,3,28,0,4.3,0.107,1,1,4.3
15,3,8,10,28,3,2.25,0.357,1,0,3.8
21,3,3,11,28,7,1.85,0.393,1,0,6.9
21,4,5,3,28,10,1.64,0.107,1,0,4.4
22,0,4,5,28,9,1.83,0.179,1,0,4.6
13,2,3,12,28,9,3.49,0.429,1,0,4.3
16,4,5,0,28,13,3.86,0.0,0,0,2.3
11,0,6,12,28,13,4.59,0.429,0,0,2.1
12,0,3,7,28,3,1.52,0.25,0,0,6.9
21,4,2,10,28,0,3.36,0.357,1,0,4.4
21,3,4,22,28,13,4.66,0.786,1,0,105.4
17,6,2,13,28,5,3.75,0.464,0,1,7.1
22,2,2,24,28,3,4.2,0.857,1,0,31.6
19,1,3,4,28,6,1.64,0.143,1,0,6.8
16,4,6,14,28,0,2.34,0.5,0,0,5.0
16,5,6,17,28,14,3.83,0.607,0,1,66.4
11,2,4,10,28,0,2.79,0.357,0,0,6.1
18,4,2,14,28,4,1.85,0.5,0,0,10.0
14,4,2,8,28,6,3.62,0.286,1,0,6.3
21,4,1,12,28,11,1.76,0.429,1,0,7.4
11,5,4,17,28,14,4.51,0.607,0,1,52.6
21,3,10,0,28,7,2.03,0.0,1,0,6.0
20,3,4,8,28,12,3.06,0.286,1,0,7.0
12,5,3,4,28,14,3.82,0.143,0,1,6.7
19,2,4,17,28,13,1.77,0.607,1,0,64.4
13,3,4,13,28,0,1.97,0.464,1,0,4.7
15,4,2,18,28,6,2.45,0.643,1,0,26.5
12,5,4,24,28,14,3.32,0.857,0,1,120.0
22,5,4,14,28,6,2.68,0.5,1,1,21.7
20,2,3,7,28,11,1.57,0.25,1,0,7.8
15,1,5,3,28,14,3.73,0.107,1,0,5.3
11,6,2,19,28,14,3.11,0.679,0,1,50.5
12,3,1,12,28,7,3.33,0.429,0,0,3.7
20,0,10,8,28,3,4.15,0.286,1,0,4.7
22,1,4,17,28,14,2.33,0.607,1,0,59.8
17,1,4,9,28,12,2.96,0.321,0,0,6.3
17,2,3,14,28,4,3.31,0.5,0,0,11.2
18,3,5,8,28,6,3.92,0.286,0,0,5.4
18,3,4,18,28,9,1.79,0.643,0,0,28.5
12,6,6,7,28,5,3.35,0.25,0,1,6.6
16,1,6,12,28,8,4.94,0.429,0,0,6.4
20,2,4,20,28,14,2.43,0.714,1,0,87.9
19,2,4,5,28,13,3.05,0.179,1,0,5.7
14,2,2,20,28,5,4.37,0.714,1,0,25.3
16,3,2,19,28,1,1.75,0.679,0,0,11.1
12,3,3,18,28,8,3.64,0.643,0,0,22.7
22,1,2,12,28,10,4.6,0.429,1,0,4.3
21,1,2,12,28,11,3.78,0.429,1,0,4.7
14,1,2,3,28,11,1.97,0.107,1,0,3.9
14,1,3,2,28,14,2.12,0.071,1,0,2.9
16,1,6,24,28,1,3.27,0.857,0,0,12.0
17,2,3,8,28,4,4.18,0.286,0,0,7.6
12,2,3,6,28,9,1.79,0.214,0,0,7.5
13,5,3,6,28,2,2.84,0.214,1,1,6.8
18,1,2,15,28,12,3.28,0.536,0,0,26.8
21,4,4,19,28,6,4.69,0.679,1,0,30.5
19,6,2,10,28,11,2.56,0.357,1,1,7.4
18,4,5,3,28,0,4.82,0.107,0,0,4.5
11,4,4,9,28,8,4.61,0.321,0,0,4.2
19,2,4,13,28,9,4.14,0.464,1,0,7.8
17,3,3,4,28,5,1.7,0.143,0,0,4.9
20,0,5,24,28,0,4.42,0.857,1,0,5.0
21,5,2,23,28,14,4.94,0.821,1,1,120.0
15,4,4,10,28,5,4.36,0.357,1,0,4.5
16,6,2,14,28,10,2.85,0.5,0,1,17.4
15,1,8,1,28,6,1.6,0.036,1,0,2.4
11,5,3,12,28,0,4.97,0.429,0,1,6.0
19,1,2,0,28,4,2.23,0.0,1,0,5.0
11,0,6,0,28,11,4.03,0.0,0,0,2.5
19,0,3,9,28,9,4.64,0.321,1,0,5.9
21,4,8,8,28,7,3.71,0.286,1,0,3.8
11,0,1,19,28,1,4.42,0.679,0,0,5.0
19,1,4,17,28,4,4.88,0.607,1,0,12.6
17,3,2,21,28,13,1.92,0.75,0,0,52.8
18,0,2,16,28,13,3.19,0.571,0,0,29.2
21,5,2,11,28,13,3.52,0.393,1,1,5.3
21,4,2,13,28,4,2.32,0.464,1,0,2.3
21,3,4,10,28,3,2.89,0.357,1,0,6.2
11,4,2,2,28,8,3.67,0.071,0,0,6.1
13,2,2,16,28,2,3.24,0.571,1,0,7.1
15,1,2,18,28,9,2.12,0.643,1,0,38.2
18,3,3,3,28,10,4.47,0.107,0,0,4.9
16,4,3,12,28,10,2.16,0.429,0,0,7.4
12,1,4,10,28,13,3.61,0.357,0,0,2.7
17,2,3,12,28,2,3.89,0.429,0,0,6.1
16,5,10,22,28,1,3.91,0.786,0,1,15.1
21,6,2,15,28,10,2.5,0.536,1,1,41.8
22,4,2,18,28,0,4.63,0.643,1,0,5.0
16,2,2,17,28,0,3.92,0.607,0,0,5.0
15,2,2,3,28,2,4.9,0.107,1,0,3.1
11,6,3,22,28,12,2.39,0.786,0,1,81.1
15,2,3,17,28,10,2.57,0.607,1,0,38.1
15,3,3,20,28,3,3.14,0.714,1,0,18.7
14,6,2,2,28,9,3.82,0.071,1,1,6.0
12,0,3,20,28,9,2.24,0.714,0,0,34.0
11,3,2,3,28,0,1.97,0.107,0,0,5.9
16,2,5,8,28,6,2.09,0.286,0,0,7.0
15,1,3,2,28,5,3.61,0.071,1,0,7.2
17,3,10,19,28,12,2.62,0.679,0,0,77.9
11,5,3,24,28,10,2.79,0.857,0,1,91.8
11,3,4,5,28,6,2.67,0.179,0,0,6.9
16,6,5,24,28,13,3.95,0.857,0,1,120.0
14,1,2,8,28,14,1.53,0.286,1,0,2.6
14,1,4,18,28,6,4.01,0.643,1,0,31.8
18,4,8,6,28,7,4.51,0.214,0,0,6.2
17,5,2,23,28,4,1.75,0.821,0,1,25.8
15,0,2,7,28,14,3.4,0.25,1,0,7.0
11,0,2,1,28,9,4.81,0.036,0,0,4.5
16,1,4,7,28,3,2.29,0.25,0,0,5.0
18,6,4,17,28,13,2.68,0.607,0,1,55.9
19,2,2,8,28,9,3.46,0.286,1,0,6.4
13,1,4,23,28,8,3.74,0.821,1,0,81.6
17,6,3,24,28,14,2.02,0.857,0,1,120.0
15,6,2,7,28,9,4.41,0.25,1,1,3.8
11,1,4,19,28,9,4.12,0.679,0,0,26.8
16,0,4,5,28,3,4.4,0.179,0,0,6.2
13,1,3,3,28,7,3.36,0.107,1,0,3.5
19,0,3,3,28,5,3.51,0.107,1,0,6.9
13,4,2,0,28,14,3.25,0.0,1,0,7.4
18,0,5,21,28,1,2.79,0.75,0,0,5.0
20,5,2,10,28,10,3.97,0.357,1,1,6.0
15,5,1,8,28,10,3.37,0.286,1,1,6.1
18,1,5,0,28,0,3.06,0.0,0,0,7.7
15,2,5,16,28,1,4.6,0.571,1,0,5.1
16,4,3,24,28,9,2.48,0.857,0,0,69.0
15,6,6,17,28,12,3.85,0.607,1,1,82.2
16,0,2,10,28,4,2.13,0.357,0,0,7.4
16,5,2,19,28,12,2.62,0.679,0,1,48.1
15,3,2,2,28,0,3.3,0.071,1,0,5.9
22,0,3,17,28,12,4.13,0.607,1,0,48.3
14,4,4,1,28,13,4.94,0.036,1,0,6.0
17,6,2,12,28,12,1.7,0.429,0,1,2.1
19,4,2,1,28,6,2.42,0.036,1,0,3.0
11,6,2,16,28,8,3.9,0.571,0,1,22.9
18,2,5,11,28,3,1.89,0.393,0,0,6.3
19,2,5,22,28,7,4.45,0.786,1,0,68.2
15,0,2,5,28,8,1.61,0.179,1,0,6.4
20,4,2,12,28,12,2.63,0.429,1,0,7.8
12,3,4,0,28,12,2.52,0.0,0,0,3.6
18,2,2,3,28,2,3.44,0.107,0,0,6.4
17,1,4,16,28,11,2.57,0.571,0,0,32.0
14,2,6,8,28,10,2.95,0.286,1,0,6.1
14,0,2,0,28,4,4.13,0.0,1,0,5.9
18,3,4,18,28,14,1.52,0.643,0,0,52.0
13,6,5,20,28,12,2.78,0.714,1,1,99.9
15,6,2,1,28,12,3.74,0.036,1,1,2.3
22,2,2,21,28,12,4.75,0.75,1,0,62.6
16,6,3,22,28,2,3.4,0.786,0,1,9.4
18,0,5,15,28,14,3.72,0.536,0,0,43.3
15,1,2,7,28,13,2.07,0.25,1,0,6.0
18,1,5,18,28,1,3.6,0.643,0,0,5.6
12,1,4,24,28,11,3.91,0.857,0,0,96.8
19,6,3,0,28,9,4.12,0.0,1,1,3.6
12,5,4,15,28,14,1.78,0.536,0,1,48.6
19,6,4,21,28,6,4.44,0.75,1,1,52.2
17,5,3,21,28,0,2.54,0.75,0,1,5.0
13,4,3,1,28,5,1.61,0.036,1,0,7.3
22,6,6,13,28,6,2.7,0.464,1,1,7.5
15,0,3,0,28,3,3.61,0.0,1,0,7.6
19,2,2,5,28,6,3.88,0.179,1,0,3.1
11,6,2,8,28,9,2.6,0.286,0,1,2.7
15,6,4,17,28,11,4.46,0.607,1,1,64.5
20,0,3,18,28,11,3.18,0.643,1,0,42.8
21,3,4,6,28,12,1.75,0.214,1,0,5.8
12,0,3,6,28,9,3.45,0.214,0,0,7.1
22,2,2,11,28,8,2.87,0.393,1,0,4.4
14,1,5,21,28,5,3.35,0.75,1,0,38.1
11,2,4,16,28,13,4.54,0.571,0,0,33.8
13,2,3,14,28,12,3.65,0.5,1,0,44.3
13,5,3,6,28,12,1.55,0.214,1,1,3.8
19,6,4,7,28,2,3.23,0.25,1,1,4.5
17,4,4,10,28,10,2.93,0.357,0,0,3.7
20,4,4,24,28,5,2.81,0.857,1,0,62.2
14,6,2,17,28,7,4.22,0.607,1,1,26.1
17,0,2,16,28,1,4.55,0.571,0,0,5.0
16,3,3,5,28,5,4.11,0.179,0,0,2.6
18,3,4,12,28,5,4.06,0.429,0,0,4.3
12,6,3,15,28,0,3.26,0.536,0,1,5.0
17,2,3,21,28,2,4.47,0.75,0,0,8.9
15,3,3,0,28,2,4.24,0.0,1,0,6.6
22,0,10,23,28,8,4.34,0.821,1,0,120.0
22,6,5,23,28,5,4.06,0.821,1,1,72.7
11,0,4,22,28,12,1.9,0.786,0,0,69.9
14,5,4,11,28,14,2.12,0.393,1,1,2.5
13,0,2,0,28,1,4.52,0.0,1,0,6.6
11,3,5,4,28,6,3.59,0.143,0,0,4.0
16,0,2,12,28,12,4.99,0.429,0,0,7.3
18,6,4,21,28,8,2.23,0.75,0,1,51.3
12,3,2,14,28,14,1.7,0.5,0,0,31.3
13,5,3,1,28,14,4.41,0.036,1,1,2.9
20,5,5,23,28,3,4.94,0.821,1,1,42.3
15,2,2,20,28,13,1.57,0.714,1,0,64.2
20,2,6,16,28,8,2.94,0.571,1,0,42.5
13,2,3,19,28,9,2.63,0.679,1,0,48.5
13,4,4,8,28,13,2.3,0.286,1,0,3.6
12,1,2,1,28,2,2.23,0.036,0,0,4.7
19,1,2,17,28,9,2.71,0.607,1,0,30.1
14,4,2,1,28,8,3.85,0.036,1,0,7.1
14,2,3,22,28,7,3.16,0.786,1,0,51.8
16,1,4,9,28,9,2.37,0.321,0,0,4.0
20,4,3,18,28,13,2.25,0.643,1,0,53.6
19,4,5,20,28,13,4.22,0.714,1,0,95.3
18,6,5,11,28,6,4.93,0.393,0,1,3.6
12,1,4,0,28,13,4.32,0.0,0,0,3.6
11,3,2,24,28,2,2.11,0.857,0,0,14.1
22,0,3,7,28,3,3.75,0.25,1,0,4.0
17,6,2,3,28,13,2.89,0.107,0,1,7.6
18,0,1,6,28,0,4.37,0.214,0,0,3.3
17,1,2,0,28,9,1.74,0.0,0,0,4.0
19,5,4,14,28,9,2.79,0.5,1,1,39.1
19,6,3,8,28,1,1.87,0.286,1,1,6.1
13,0,3,5,28,9,2.3,0.179,1,0,3.4
14,5,4,10,28,7,4.67,0.357,1,1,2.5
22,5,2,19,28,10,4.33,0.679,1,1,50.5
21,3,6,9,28,2,3.0,0.321,1,0,3.2
20,4,4,15,28,5,4.91,0.536,1,0,23.5
11,5,3,18,28,1,4.06,0.643,0,1,5.0
19,1,10,20,28,10,4.95,0.714,1,0,103.4
14,0,2,12,28,10,4.77,0.429,1,0,7.2
13,1,4,1,28,5,4.9,0.036,1,0,4.2
16,4,2,8,28,12,3.39,0.286,0,0,3.7
20,4,4,18,28,9,2.81,0.643,1,0,46.8
19,2,3,3,28,7,4.63,0.107,1,0,2.6
13,3,3,1,28,3,1.94,0.036,1,0,6.1
21,4,3,24,28,14,4.03,0.857,1,0,120.0
11,6,2,21,28,6,4.32,0.75,0,1,33.4
20,2,2,24,28,5,4.94,0.857,1,0,52.6
11,2,2,23,28,8,4.54,0.821,0,0,42.8
22,0,3,16,28,12,2.67,0.571,1,0,41.3
22,1,1,5,28,0,3.93,0.179,1,0,2.7
20,0,3,7,28,7,3.54,0.25,1,0,6.1
21,5,1,0,28,1,1.89,0.0,1,1,4.4
20,5,3,0,28,14,3.14,0.0,1,1,7.2
14,6,4,4,28,12,3.45,0.143,1,1,4.3
14,1,4,14,28,11,4.04,0.5,1,0,38.1
11,1,4,9,28,10,1.94,0.321,0,0,5.5
16,3,2,20,28,6,4.29,0.714,0,0,19.0
